date,I,S,inc,R,cases,ran_cases,index
1948-12-31,0.0194166,233542,0.0141159,2.16646e+06,0.00705793,0,0
1949-01-07,0.0285037,234426,0.0209161,2.16557e+06,0.010458,0.0791,0
1949-01-14,0.0424269,235310,0.0314168,2.16469e+06,0.0157084,0,0
1949-01-21,0.0640202,236194,0.047823,2.16381e+06,0.0239115,0.0487692,0
1949-01-28,0.0979005,237077,0.0737444,2.16292e+06,0.0368722,0.151277,0
1949-02-04,0.151649,237960,0.115133,2.16204e+06,0.0575667,0.238342,0
1949-02-11,0.2378,238843,0.181869,2.16116e+06,0.0909347,0.351735,0
1949-02-18,0.377202,239725,0.290438,2.16027e+06,0.145219,0.447292,0
1949-02-25,0.604705,240607,0.46847,2.15939e+06,0.234235,0.329329,0
1949-03-04,0.97879,241488,0.762431,2.15851e+06,0.381215,0.322606,0
1949-03-11,1.59785,242368,1.25061,2.15763e+06,0.625305,0,0
1949-03-18,2.62769,243248,2.06503,2.15675e+06,1.03251,1.85818,0
1949-03-25,4.34769,244125,3.4282,2.15587e+06,1.7141,1.83494,0
1949-04-01,7.22812,245000,5.71442,2.15499e+06,2.85721,6.59417,0
1949-04-08,12.0585,245871,9.55133,2.15412e+06,4.77566,4.13992,0
1949-04-15,20.1593,246736,15.9864,2.15324e+06,7.99321,9.35747,0
1949-04-22,33.7267,247589,26.7574,2.15238e+06,13.3787,4.45787,0
1949-04-29,56.3901,248424,44.7254,2.15152e+06,22.3627,26.2611,0
1949-05-06,94.0966,249229,74.558,2.15068e+06,37.279,36.2474,0
1949-05-13,156.496,249984,123.789,2.14986e+06,61.8943,57.1018,0
1949-05-20,259.059,250659,204.415,2.14908e+06,102.208,106.979,0
1949-05-27,426.235,251202,335.245,2.14837e+06,167.622,174.087,0
1949-06-03,695.966,251536,545.157,2.14777e+06,272.579,257.427,0
1949-06-10,1125.76,251537,877.315,2.14734e+06,438.658,430.07,0
1949-06-17,1800.03,251022,1393.8,2.14718e+06,696.9,702.22,0
1949-06-24,2837.02,249722,2178.9,2.14744e+06,1089.45,1096.04,0
1949-07-01,4390.89,247265,3336.8,2.14834e+06,1668.4,1652.56,0
1949-07-08,6639.64,243170,4975.43,2.15019e+06,2487.71,2539.99,0
1949-07-15,9744.38,236887,7165.2,2.15337e+06,3582.6,3559.36,0
1949-07-22,13766.1,227906,9866,2.15833e+06,4933,4962.24,0
1949-07-29,18547.9,215952,12841,2.1655e+06,6420.52,6455.78,0
1949-08-05,23620.4,201222,15623.2,2.17516e+06,7811.59,7786.35,0
1949-08-12,28233.8,184497,17622,2.18727e+06,8811.01,8883.82,0
1949-08-19,31578.8,167024,18375.3,2.2014e+06,9187.64,9179.12,0
1949-08-26,33100.6,150149,17783.8,2.21675e+06,8891.88,8885.83,0
1949-09-02,32698.3,134928,16134.1,2.23237e+06,8067.07,8076.26,0
1949-09-09,30691.3,121939,13906.9,2.24737e+06,6953.46,6891.87,0
1949-09-16,27620.7,111312,11549,2.26107e+06,5774.51,5751.55,0
1949-09-23,24041.3,102882,9355.2,2.27308e+06,4677.6,4689.94,0
1949-09-30,20394.1,96344.6,7464.37,2.28326e+06,3732.19,3757.5,0
1949-10-07,16969,91365.4,5908.24,2.29167e+06,2954.12,2991.51,0
1949-10-14,13921.1,87633.8,4662.08,2.29845e+06,2331.04,2379.19,0
1949-10-21,11307.7,84885.8,3679.43,2.30381e+06,1839.72,1876.22,0
