date,I,S,inc,R,cases,ran_cases,index
1945-02-09,4476.87,137201,2118.71,2.51396e+06,1048.37,1071.95,0
1945-02-16,4257.71,136072,2009.48,2.52505e+06,994.315,1007.33,0
1945-02-23,4042.27,135058,1902.29,2.53601e+06,941.275,951.876,0
1945-03-02,3830.6,134157,1797.08,2.54687e+06,889.216,857.842,0
1945-03-09,3622.72,133367,1693.81,2.55761e+06,838.117,867.672,0
1945-03-16,3418.62,132686,1592.46,2.56823e+06,787.971,775.882,0
1945-03-23,3218.32,132112,1493.07,2.57875e+06,738.79,723.159,0
1945-03-30,3021.88,131643,1395.7,2.58915e+06,690.608,709.059,0
1945-04-06,2829.44,131276,1300.46,2.59945e+06,643.485,642.365,0
1945-04-13,2641.22,131010,1207.53,2.60964e+06,597.501,598.23,0
1945-04-20,2457.5,130842,1117.11,2.61974e+06,552.759,575.485,0
1945-04-27,2278.64,130769,1029.44,2.62973e+06,509.378,523.272,0
1945-05-04,2105.07,130788,944.778,2.63962e+06,467.488,486.149,0
1945-05-11,1937.26,130896,863.409,2.64942e+06,427.225,411.821,0
1945-05-18,1775.71,131090,785.602,2.65913e+06,388.726,418.155,0
1945-05-25,1620.91,131364,711.616,2.66875e+06,352.117,351.674,0
1945-06-01,1473.35,131716,641.684,2.67829e+06,317.513,314.114,0
1945-06-08,1333.48,132141,576,2.68774e+06,285.012,286.13,0
1945-06-15,1201.65,132634,514.711,2.69712e+06,254.686,256.042,0
1945-06-22,1078.18,133191,457.91,2.70643e+06,226.58,238.288,0
1945-06-29,963.267,133808,405.631,2.71566e+06,200.711,193.921,0
1945-07-06,857.008,134480,357.849,2.72484e+06,177.068,186.361,0
1945-07-13,759.399,135202,314.481,2.73395e+06,155.609,165.543,0
1945-07-20,670.328,135971,275.39,2.74301e+06,136.266,145.63,0
1945-07-27,589.579,136782,240.392,2.75202e+06,118.949,119.915,0
1945-08-03,516.85,137631,209.262,2.76099e+06,103.546,106.343,0
1945-08-10,451.755,138515,181.747,2.76991e+06,89.9305,89.4567,0
1945-08-17,393.849,139430,157.57,2.77879e+06,77.9674,76.5747,0
1945-08-24,342.638,140373,136.443,2.78764e+06,67.5138,70.9263,0
1945-08-31,297.598,141342,118.077,2.79645e+06,58.4259,57.467,0
1945-09-07,258.19,142334,102.183,2.80524e+06,50.5616,39.6812,0
1945-09-14,223.874,143347,88.4869,2.814e+06,43.7844,40.5857,0
1945-09-21,194.124,144378,76.7259,2.82274e+06,37.965,43.71,0
1945-09-28,168.431,145427,66.6581,2.83146e+06,32.9833,35.8715,0
1945-10-05,146.321,146491,58.0617,2.84016e+06,28.7297,30.609,0
1945-10-12,127.35,147570,50.7368,2.84884e+06,25.1052,26.3586,0
1945-10-19,111.115,148662,44.5054,2.8575e+06,22.0218,24.8011,0
1945-10-26,97.2508,149767,39.2104,2.86615e+06,19.4018,17.955,0
1945-11-02,85.4316,150883,34.715,2.87479e+06,17.1774,18.7868,0
1945-11-09,75.3699,152010,30.9005,2.88341e+06,15.29,17.5779,0
1945-11-16,66.8134,153147,27.665,2.89202e+06,13.689,14.6726,0
1945-11-23,59.543,154294,24.9214,2.90062e+06,12.3314,14.6933,0
1945-11-30,53.3698,155450,22.5955,2.90921e+06,11.1805,6.37177,0
1945-12-07,48.1313,156615,20.6247,2.91779e+06,10.2054,5.19158,0
1945-12-14,43.689,157790,18.9561,2.92636e+06,9.37971,7.0545,0
1945-12-21,39.925,158972,17.545,2.93492e+06,8.6815,8.3548,0
1945-12-28,36.7394,160163,16.354,2.94347e+06,8.09216,6.31263,0
1946-01-04,34.0511,161361,15.3551,2.94896e+06,7.59792,6.11615,0
1946-01-11,31.8113,162563,14.5483,2.95037e+06,7.1987,5.5416,0
1946-01-18,29.9607,163766,13.8964,2.95177e+06,6.8761,6.99716,0
1946-01-25,28.4449,164971,13.3743,2.95317e+06,6.61775,8.30403,0
1946-02-01,27.2186,166178,12.9658,2.95457e+06,6.41564,6.69507,0
1946-02-08,26.244,167387,12.6574,2.95596e+06,6.26303,4.48779,0
1946-02-15,25.4894,168597,12.4374,2.95736e+06,6.15417,5.34844,0
1946-02-22,24.928,169808,12.2958,2.95875e+06,6.08411,7.96533,0
1946-03-01,24.5367,171021,12.2238,2.96014e+06,6.04847,5.20818,0
1946-03-08,24.2955,172236,12.2133,2.96153e+06,6.04327,6.05671,0
1946-03-15,24.1865,173451,12.2568,2.96292e+06,6.06481,4.81553,0
1946-03-22,24.1932,174668,12.3471,2.9643e+06,6.1095,4.31356,0
1946-03-29,24.3002,175886,12.477,2.96569e+06,6.17378,5.36609,0
1946-04-05,24.4924,177105,12.6392,2.96707e+06,6.25403,7.51564,0
1946-04-12,24.7548,178326,12.8261,2.96846e+06,6.34652,8.5177,0
1946-04-19,25.0724,179547,13.0299,2.96984e+06,6.44736,5.28208,0
1946-04-26,25.4297,180770,13.2424,2.97122e+06,6.55252,7.02408,0
1946-05-03,25.8107,181993,13.4553,2.9726e+06,6.65784,4.40331,0
1946-05-10,26.1993,183218,13.66,2.97398e+06,6.75911,8.26302,0
1946-05-17,26.5793,184444,13.8481,2.97535e+06,6.85219,6.61812,0
1946-05-24,26.9344,185671,14.0116,2.97673e+06,6.93309,6.47777,0
1946-05-31,27.2494,186900,14.143,2.9781e+06,6.99814,5.90418,0
1946-06-07,27.51,188129,14.236,2.97948e+06,7.04416,6.34649,0
1946-06-14,27.7035,189360,14.2853,2.98085e+06,7.06856,4.9839,0
1946-06-21,27.8196,190592,14.2873,2.98222e+06,7.06954,8.35955,0
1946-06-28,27.8506,191825,14.24,2.98359e+06,7.04611,6.88926,0
1946-07-05,27.7918,193060,14.1432,2.98496e+06,6.99824,3.10682,0
1946-07-12,27.6418,194297,13.9988,2.98633e+06,6.92679,7.60158,0
1946-07-19,27.4028,195535,13.8103,2.9877e+06,6.83353,5.83239,0
1946-07-26,27.0801,196774,13.583,2.98906e+06,6.72102,9.71223,0
1946-08-02,26.6819,198015,13.3232,2.99042e+06,6.59249,9.59231,0
1946-08-09,26.2194,199258,13.0387,2.99178e+06,6.4517,2.8225,0
1946-08-16,25.7056,200502,12.7377,2.99314e+06,6.30278,5.59688,0
1946-08-23,25.1553,201748,12.429,2.9945e+06,6.15003,4.24391,0
1946-08-30,24.5842,202995,12.1214,2.99586e+06,5.99781,4.9806,0
1946-09-06,24.0085,204244,11.8235,2.99721e+06,5.85039,7.91633,0
1946-09-13,23.4444,205495,11.5435,2.99857e+06,5.71188,7.80107,0
1946-09-20,22.9078,206747,11.2895,2.99992e+06,5.58618,8.98113,0
1946-09-27,22.414,208001,11.0687,3.00127e+06,5.47695,6.29663,0
1946-10-04,21.9777,209256,10.8883,3.00262e+06,5.38766,5.24464,0
1946-10-11,21.613,210513,10.7549,3.00397e+06,5.32165,6.31293,0
1946-10-18,21.3335,211771,10.6752,3.00531e+06,5.28221,4.51919,0
1946-10-25,21.1528,213030,10.656,3.00666e+06,5.27271,7.97228,0
1946-11-01,21.0848,214291,10.7046,3.008e+06,5.29676,4.96015,0
1946-11-08,21.1441,215553,10.8291,3.00934e+06,5.35837,5.46186,0
1946-11-15,21.347,216816,11.0388,3.01068e+06,5.46213,4.99703,0
1946-11-22,21.7118,218080,11.3447,3.01202e+06,5.61349,7.2202,0
1946-11-29,22.2599,219345,11.76,3.01336e+06,5.819,8.50454,0
1946-12-06,23.017,220610,12.3009,3.0147e+06,6.08663,6.44203,0
1946-12-13,24.0142,221876,12.9871,3.01603e+06,6.42617,9.0918,0
1946-12-20,25.2892,223143,13.843,3.01737e+06,6.84967,6.63451,0
1946-12-27,26.8886,224410,14.8986,3.0187e+06,7.37202,8.85476,0
1947-01-03,28.8699,225677,16.1914,3.01981e+06,8.0117,3.18189,0
1947-01-10,31.3065,226939,17.7707,3.02035e+06,8.79314,9.93162,0
1947-01-17,34.2877,228196,19.6934,3.02089e+06,9.74455,11.249,0
1947-01-24,37.9219,229446,22.0294,3.02145e+06,10.9004,6.65209,0
1947-01-31,42.3429,230689,24.8654,3.022e+06,12.3037,15.9215,0
1947-02-07,47.7153,231925,28.308,3.02257e+06,14.0071,13.513,0
1947-02-14,54.2406,233153,32.4873,3.02314e+06,16.0751,19.1428,0
1947-02-21,62.1648,234371,37.5617,3.02371e+06,18.586,19.9888,0
1947-02-28,71.7865,235580,43.7225,3.0243e+06,21.6345,22.3385,0
1947-03-07,83.4664,236777,51.1994,3.0249e+06,25.3341,24.7195,0
1947-03-14,97.6364,237960,60.2655,3.0255e+06,29.8201,31.0083,0
1947-03-21,114.809,239129,71.2423,3.02612e+06,35.2516,34.2899,0
1947-03-28,135.587,240281,84.5039,3.02676e+06,41.8136,39.2434,0
1947-04-04,160.67,241412,100.479,3.0274e+06,49.718,49.0808,0
1947-04-11,190.856,242521,119.649,3.02807e+06,59.2037,57.2713,0
1947-04-18,227.044,243602,142.547,3.02876e+06,70.5341,73.0506,0
1947-04-25,270.223,244652,169.747,3.02947e+06,83.9929,75.4736,0
1947-05-02,321.458,245667,201.847,3.03021e+06,99.8763,92.5963,0
1947-05-09,381.858,246639,239.45,3.03098e+06,118.483,114.655,0
1947-05-16,452.543,247564,283.136,3.03179e+06,140.099,145.598,0
1947-05-23,534.589,248435,333.426,3.03264e+06,164.983,159.382,0
1947-05-30,628.969,249245,390.741,3.03354e+06,193.343,199.462,0
1947-06-06,736.487,249986,455.366,3.0345e+06,225.321,229.761,0
1947-06-13,857.699,250651,527.408,3.03551e+06,260.968,269.148,0
1947-06-20,992.855,251233,606.765,3.0366e+06,300.235,289.911,0
1947-06-27,1141.84,251725,693.107,3.03776e+06,342.958,329.659,0
1947-07-04,1304.13,252121,785.872,3.03901e+06,388.859,395.949,0
1947-07-11,1478.8,252414,884.282,3.04035e+06,437.554,422.323,0
1947-07-18,1664.54,252600,987.38,3.04178e+06,488.568,469.451,0
1947-07-25,1859.71,252676,1094.09,3.04331e+06,541.367,521.644,0
1947-08-01,2062.45,252639,1203.27,3.04495e+06,595.392,584.88,0
1947-08-08,2270.76,252488,1313.82,3.0467e+06,650.095,680.373,0
1947-08-15,2482.7,252223,1424.75,3.04856e+06,704.985,689.488,0
1947-08-22,2696.44,251844,1535.25,3.05053e+06,759.66,780.119,0
1947-08-29,2910.46,251351,1644.74,3.05261e+06,813.836,797.843,0
1947-09-05,3123.63,250747,1752.93,3.05481e+06,867.373,881.472,0
1947-09-12,3335.3,250032,1859.85,3.05712e+06,920.279,914.378,0
1947-09-19,3545.33,249209,1965.82,3.05953e+06,972.712,971.874,0
1947-09-26,3754.14,248276,2071.44,3.06206e+06,1024.97,1013.7,0
1947-10-03,3962.63,247234,2177.55,3.0647e+06,1077.48,1118.15,0
1947-10-10,4172.19,246080,2285.23,3.06745e+06,1130.76,1124.09,0
1947-10-17,4384.61,244814,2395.67,3.07031e+06,1185.41,1129.58,0
1947-10-24,4601.95,243429,2510.17,3.07328e+06,1242.06,1268.18,0
1947-10-31,4826.51,241921,2630.05,3.07637e+06,1301.38,1298.29,0
1947-11-07,5060.65,240284,2756.58,3.07958e+06,1363.99,1348.73,0
1947-11-14,5306.7,238509,2890.91,3.08291e+06,1430.46,1381.06,0
1947-11-21,5566.77,236588,3034,3.08637e+06,1501.26,1538.59,0
1947-11-28,5842.63,234512,3186.48,3.08998e+06,1576.71,1550.91,0
1947-12-05,6135.5,232271,3348.57,3.09373e+06,1656.91,1649.13,0
1947-12-12,6445.84,229855,3519.96,3.09764e+06,1741.72,1726.62,0
1947-12-19,6773.12,227257,3699.65,3.10172e+06,1830.63,1809.24,0
1947-12-26,7115.57,224470,3885.81,3.10597e+06,1922.75,1930.88,0
1948-01-02,7469.93,221490,4075.7,3.11024e+06,2016.71,2049.42,0
1948-01-09,7832.17,218318,4266.62,3.11374e+06,2111.18,2166.04,0
1948-01-16,8196.16,214959,4454.01,3.11744e+06,2203.9,2186.16,0
1948-01-23,8553.4,211421,4631.69,3.12131e+06,2291.82,2334.8,0
1948-01-30,8893.59,207721,4793.08,3.12537e+06,2371.67,2342.64,0
1948-02-06,9204.97,203883,4931.04,3.12959e+06,2439.94,2424.83,0
1948-02-13,9474.83,199937,5038.39,3.13396e+06,2493.06,2523.92,0
1948-02-20,9690.32,195921,5108.4,3.13846e+06,2527.7,2527.09,0
1948-02-27,9839.35,191878,5135.44,3.14305e+06,2541.08,2552.46,0
1948-03-05,9911.59,187854,5115.51,3.14769e+06,2531.22,2508.55,0
1948-03-12,9899.43,183899,5046.69,3.15236e+06,2497.17,2512.33,0
1948-03-19,9798.7,180061,4929.41,3.15699e+06,2439.13,2431.05,0
1948-03-26,9609.11,176385,4766.4,3.16155e+06,2358.47,2342.16,0
1948-04-02,9334.33,172913,4562.48,3.16599e+06,2257.57,2249.31,0
1948-04-09,8981.66,169679,4324.1,3.17028e+06,2139.62,2129.15,0
1948-04-16,8561.4,166710,4058.8,3.17436e+06,2008.34,1991.4,0
1948-04-23,8086.02,164024,3774.57,3.17822e+06,1867.71,1921.69,0
1948-04-30,7569.18,161632,3479.34,3.18182e+06,1721.62,1679.51,0
1948-05-07,7024.84,159539,3180.47,3.18516e+06,1573.73,1533.49,0
1948-05-14,6466.45,157741,2884.48,3.18821e+06,1427.28,1450.74,0
1948-05-21,5906.32,156229,2596.84,3.19098e+06,1284.95,1247.52,0
1948-05-28,5355.2,154991,2321.87,3.19346e+06,1148.89,1122,0
1948-06-04,4822.02,154011,2062.8,3.19567e+06,1020.7,1054.29,0
1948-06-11,4313.85,153271,1821.83,3.19761e+06,901.462,900.199,0
1948-06-18,3835.91,152751,1600.25,3.19931e+06,791.822,798.375,0
1948-06-25,3391.74,152431,1398.6,3.20077e+06,692.047,689.797,0
1948-07-02,2983.38,152292,1216.82,3.20201e+06,602.099,585.589,0
1948-07-09,2611.62,152313,1054.35,3.20306e+06,521.703,507.221,0
1948-07-16,2276.19,152477,910.262,3.20392e+06,450.409,460.636,0
1948-07-23,1976.04,152766,783.412,3.20463e+06,387.642,384.555,0
1948-07-30,1709.47,153165,672.473,3.20519e+06,332.748,342.642,0
1948-08-06,1474.38,153658,576.039,3.20563e+06,285.032,293.005,0
1948-08-13,1268.38,154232,492.68,3.20596e+06,243.784,221.814,0
1948-08-20,1088.93,154877,420.985,3.20619e+06,208.309,202.084,0
1948-08-27,933.448,155581,359.6,3.20634e+06,177.935,180.765,0
1948-09-03,799.393,156336,307.253,3.20641e+06,152.032,143.106,0
1948-09-10,684.32,157134,262.766,3.20642e+06,130.02,145.01,0
1948-09-17,585.927,157967,225.072,3.20638e+06,111.368,110.878,0
1948-09-24,502.086,158830,193.209,3.2063e+06,95.6022,93.2789,0
1948-10-01,430.854,159719,166.327,3.20618e+06,82.3008,82.427,0
1948-10-08,370.486,160628,143.681,3.20602e+06,71.0949,59.6542,0
1948-10-15,319.427,161555,124.62,3.20585e+06,61.6635,66.791,0
1948-10-22,276.311,162495,108.586,3.20564e+06,53.73,49.9342,0
1948-10-29,239.945,163447,95.1024,3.20542e+06,47.0579,51.2051,0
1948-11-05,209.297,164409,83.7613,3.20519e+06,41.4462,41.5677,0
1948-11-12,183.481,165379,74.22,3.20494e+06,36.725,31.8992,0
1948-11-19,161.74,166354,66.1894,3.20468e+06,32.7514,30.1139,0
1948-11-26,143.431,167334,59.4277,3.20441e+06,29.4056,30.1754,0
1948-12-03,128.013,168319,53.7326,3.20414e+06,26.5875,31.899,0
1948-12-10,115.027,169306,48.9354,3.20386e+06,24.2139,24.7564,0
1948-12-17,104.091,170295,44.896,3.20358e+06,22.2151,20.1775,0
1948-12-24,94.884,171286,41.4977,3.20329e+06,20.5336,23.1665,0
1948-12-31,87.1382,172278,38.6434,3.20301e+06,19.1212,13.5835,0
1949-01-07,80.6316,173270,36.2544,3.20235e+06,17.9391,20.7967,0
1949-01-14,75.18,174263,34.2652,3.20164e+06,16.9549,13.9001,0
1949-01-21,70.6271,175257,32.6172,3.20092e+06,16.1394,16.7885,0
1949-01-28,66.8423,176250,31.2628,3.2002e+06,15.4692,17.8247,0
1949-02-04,63.7159,177243,30.162,3.19948e+06,14.9245,17.8503,0
1949-02-11,61.1554,178236,29.2804,3.19876e+06,14.4883,17.7973,0
1949-02-18,59.0822,179228,28.5884,3.19804e+06,14.1459,17.1427,0
1949-02-25,57.4287,180219,28.0599,3.19733e+06,13.8844,14.6203,0
1949-03-04,56.1362,181209,27.6714,3.19661e+06,13.6922,13.3391,0
1949-03-11,55.1525,182198,27.4015,3.19589e+06,13.5586,8.35238,0
1949-03-18,54.4307,183186,27.2301,3.19518e+06,13.4738,16.4719,0
1949-03-25,53.9275,184172,27.138,3.19446e+06,13.4282,13.7682,0
1949-04-01,53.6025,185157,27.1064,3.19375e+06,13.4126,21.5511,0
1949-04-08,53.4168,186141,27.1171,3.19304e+06,13.4179,12.3467,0
1949-04-15,53.333,187123,27.1518,3.19233e+06,13.4351,15.2129,0
1949-04-22,53.3147,188104,27.1928,3.19162e+06,13.4553,4.4627,0
1949-04-29,53.3265,189084,27.2226,3.19091e+06,13.4701,16.5113,0
1949-05-06,53.3338,190062,27.2246,3.1902e+06,13.4711,12.8477,0
1949-05-13,53.3042,191038,27.1832,3.1895e+06,13.4506,11.2049,0
1949-05-20,53.2069,192014,27.0845,3.18879e+06,13.4017,15.1386,0
1949-05-27,53.0145,192988,26.9165,3.18809e+06,13.3186,15.1503,0
1949-06-03,52.7032,193961,26.67,3.18739e+06,13.1967,9.84565,0
1949-06-10,52.254,194933,26.3387,3.18669e+06,13.0327,11.5448,0
1949-06-17,51.6529,195905,25.9193,3.18599e+06,12.8252,13.5507,0
1949-06-24,50.8922,196875,25.4124,3.18529e+06,12.5744,13.2858,0
1949-07-01,49.97,197844,24.8215,3.18459e+06,12.282,10.9155,0
1949-07-08,48.8911,198813,24.1538,3.1839e+06,11.9516,15.5939,0
1949-07-15,47.6658,199781,23.4189,3.1832e+06,11.5879,10.2597,0
1949-07-22,46.3099,200749,22.6289,3.18251e+06,11.1971,12.5972,0
1949-07-29,44.8439,201716,21.7977,3.18181e+06,10.7858,12.2386,0
1949-08-05,43.2915,202683,20.9401,3.18112e+06,10.3614,9.43748,0
1949-08-12,41.6788,203649,20.071,3.18042e+06,9.93137,12.3883,0
1949-08-19,40.033,204614,19.2053,3.17973e+06,9.503,9.22762,0
1949-08-26,38.3813,205579,18.3569,3.17904e+06,9.08321,8.88896,0
1949-09-02,36.7501,206544,17.5386,3.17835e+06,8.67831,8.98141,0
1949-09-09,35.164,207508,16.7616,3.17766e+06,8.29385,6.15581,0
1949-09-16,33.645,208471,16.0356,3.17697e+06,7.93462,7.07931,0
1949-09-23,32.2129,209433,15.3687,3.17628e+06,7.60461,8.10485,0
1949-09-30,30.8846,210395,14.7674,3.17559e+06,7.30709,8.43287,0
1949-10-07,29.6743,211356,14.2371,3.1749e+06,7.04469,8.88015,0
1949-10-14,28.5939,212316,13.7821,3.17421e+06,6.81955,9.43707,0
1949-10-21,27.6536,213275,13.4061,3.17353e+06,6.63349,8.83658,0
1949-10-28,26.8618,214233,13.1123,3.17284e+06,6.48814,8.05067,0
1949-11-04,26.2263,215190,12.9041,3.17216e+06,6.38511,5.38656,0
1949-11-11,25.7546,216145,12.7851,3.17147e+06,6.32621,4.6408,0
1949-11-18,25.4546,217099,12.7595,3.17079e+06,6.31356,5.80091,0
1949-11-25,25.3353,218052,12.8327,3.17011e+06,6.34979,6.07673,0
1949-12-02,25.4073,219003,13.0115,3.16943e+06,6.43824,7.46717,0
1949-12-09,25.6837,219953,13.3043,3.16875e+06,6.58311,3.55216,0
1949-12-16,26.181,220901,13.7217,3.16807e+06,6.78969,2.82694,0
1949-12-23,26.9194,221846,14.2772,3.1674e+06,7.06454,12.6776,0
1949-12-30,27.9241,222790,14.9871,3.16672e+06,7.41579,9.45195,0
1950-01-06,29.227,223732,15.8725,3.16543e+06,7.85393,9.69741,0
1950-01-13,30.8694,224672,16.9617,3.16388e+06,8.39288,7.07664,0
1950-01-20,32.8983,225609,18.2828,3.16233e+06,9.04657,8.3964,0
1950-01-27,35.3702,226545,19.8717,3.16079e+06,9.83275,5.59707,0
1950-02-03,38.3528,227477,21.771,3.15925e+06,10.7726,10.6085,0
1950-02-10,41.9264,228407,24.0313,3.15771e+06,11.891,13.0602,0
1950-02-17,46.1857,229333,26.7113,3.15617e+06,13.2171,13.8549,0
1950-02-24,51.2411,230255,29.8792,3.15464e+06,14.7846,11.5837,0
1950-03-03,57.2202,231173,33.6128,3.15311e+06,16.632,14.9087,0
1950-03-10,64.269,232086,38.0001,3.15158e+06,18.8029,13.7496,0
1950-03-17,72.5519,232992,43.139,3.15006e+06,21.3457,17.0892,0
1950-03-24,82.2519,233892,49.1366,3.14854e+06,24.3134,29.7262,0
1950-03-31,93.5688,234785,56.1075,3.14703e+06,27.7627,21.7546,0
1950-04-07,106.716,235668,64.1714,3.14553e+06,31.7528,33.3526,0
1950-04-14,121.918,236541,73.4494,3.14403e+06,36.3437,28.4619,0
1950-04-21,139.399,237403,84.0592,3.14255e+06,41.5935,41.9097,0
1950-04-28,159.38,238253,96.1091,3.14107e+06,47.556,51.6863,0
1950-05-05,182.065,239088,109.691,3.13961e+06,54.2767,55.6944,0
1950-05-12,207.628,239907,124.875,3.13816e+06,61.7895,60.2879,0
1950-05-19,236.202,240708,141.696,3.13672e+06,70.1128,61.5974,0
1950-05-26,267.867,241490,160.154,3.1353e+06,79.2464,83.4764,0
1950-06-02,302.632,242252,180.207,3.1339e+06,89.1689,82.2406,0
1950-06-09,340.434,242991,201.766,3.13251e+06,99.8361,91.066,0
1950-06-16,381.128,243707,224.695,3.13115e+06,111.182,119.31,0
1950-06-23,424.49,244397,248.822,3.12981e+06,123.12,141.271,0
1950-06-30,470.223,245062,273.942,3.12849e+06,135.55,125.761,0
1950-07-07,517.974,245701,299.829,3.1272e+06,148.359,142.336,0
1950-07-14,567.352,246312,326.258,3.12593e+06,161.436,164.973,0
1950-07-21,617.957,246896,353.014,3.12469e+06,174.676,167.831,0
1950-07-28,669.41,247452,379.92,3.12348e+06,187.989,198.808,0
1950-08-04,721.386,247981,406.847,3.12229e+06,201.313,195.68,0
1950-08-11,773.643,248483,433.733,3.12113e+06,214.617,191.434,0
1950-08-18,826.056,248956,460.599,3.12e+06,227.91,204.52,0
1950-08-25,878.636,249402,487.554,3.11889e+06,241.248,229.488,0
1950-09-01,931.555,249821,514.802,3.11782e+06,254.731,245.531,0
1950-09-08,985.16,250211,542.651,3.11677e+06,268.511,282.146,0
1950-09-15,1039.98,250571,571.51,3.11574e+06,282.79,264.38,0
1950-09-22,1096.75,250901,601.893,3.11475e+06,297.824,298.117,0
1950-09-29,1156.39,251197,634.424,3.11379e+06,313.921,309.429,0
1950-10-06,1220.04,251457,669.841,3.11286e+06,331.446,347.004,0
1950-10-13,1289.06,251678,709.007,3.11196e+06,350.826,347.669,0
1950-10-20,1365.07,251854,752.924,3.1111e+06,372.556,381.83,0
1950-10-27,1449.94,251980,802.754,3.11029e+06,397.213,404.038,0
1950-11-03,1545.87,252049,859.842,3.10952e+06,425.461,427.569,0
1950-11-10,1655.4,252051,925.755,3.1088e+06,458.075,488.934,0
1950-11-17,1781.5,251976,1002.31,3.10814e+06,495.957,493.782,0
